id,flag,01,02,03
wwVlalGRvK,2,39.3822,NA,NA
0pJh30rtgZ,4,21.5363,19.1871,0.2407
vUtyjL5EOh,4,6.6664,35.2506,4.1819
hLjp1TmzJ4,2,-30.6713,NA,NA
IIptfiJLEI,2,39.3822,NA,NA
lwFnuRg71n,4,33.877,33.2408,42.1308
1M08JJ6UfR,2,39.3822,NA,NA
4Y5zlqJ2Zn,2,39.3822,NA,NA
XRonY8hCi7,4,-36.8738,-39.185,-0.0818
O2eDyBdFbt,2,-30.6713,NA,NA
eppl627cXu,4,6.6664,35.2506,4.1819
6UnIWIy5LH,4,21.5363,19.1871,0.2407
KZ7t3FcC1R,4,-29.6867,-26.7863,-29.2983
uoBvS6gJFQ,2,-30.6713,NA,NA
PrmKXv3Bnd,4,11.4208,11.6978,-1.6536
SJhex1y9dT,4,30.2132,49.8275,27.0755
Sw8hnvN2SG,4,-36.8738,-39.185,-0.0818
gAmJhk9Tyn,4,21.5363,19.1871,0.2407
O0zk3bv42l,2,39.3822,NA,NA
Tjap0wvzs8,2,-30.6713,NA,NA
gxIA1YFnLt,4,-36.8738,-39.185,-0.0818
VthhORyCOq,2,-30.6713,NA,NA
52iC7DDKXx,2,22.0981,NA,NA
hkl9MWgwM9,2,39.3822,NA,NA
L9xnLtuPuy,4,-36.8738,-39.185,-0.0818
6zBB4XKMa6,2,-30.6713,NA,NA
xG5WxK3NQU,2,39.3822,NA,NA
HZ9V9qPzYc,4,30.2132,49.8275,27.0755
07kVSPgQQt,4,-36.8738,-39.185,-0.0818
RxOhlJhFHt,2,-30.6713,NA,NA
EeG8PAJ1TW,4,-29.6867,-26.7863,-29.2983
ddEKGwGrEB,4,-36.8738,-39.185,-0.0818
wLMpRrHVS5,4,11.4208,11.6978,-1.6536
NCuqUucYfK,4,30.2132,49.8275,27.0755
0eLXUkahtJ,4,30.2132,49.8275,27.0755
BS9cQNGJiY,2,22.0981,NA,NA
EnOgFiESp2,4,30.2132,49.8275,27.0755
Znh0TeDPYu,4,-36.8738,-39.185,-0.0818
sRXg3UdMJ8,2,-30.6713,NA,NA
8cpHnHw7qE,4,6.901,6.0024,14.2067
ECIstHjkR1,4,6.6664,35.2506,4.1819
WhUG3VH7YM,4,6.6664,35.2506,4.1819
inNL7d2nnp,4,33.877,33.2408,42.1308
5wHtnKYv5C,4,30.2132,49.8275,27.0755
zcDr3lFn15,2,-30.6713,NA,NA
7bxPefoHnE,4,6.901,6.0024,14.2067
1WkjAeY4it,4,6.901,6.0024,14.2067
LZkPBH7MLj,4,30.2132,49.8275,27.0755
fPSfb6uLsf,2,22.0981,NA,NA
FDbwlK36lk,2,39.3822,NA,NA
NSN65JRMUK,2,22.0981,NA,NA
FGQJotTzWk,2,22.0981,NA,NA
CFSV0hihKG,4,30.2132,49.8275,27.0755
DGKAi9mvOo,2,39.3822,NA,NA
6ClRLDAw5i,4,6.6664,35.2506,4.1819
ZXZUGqaJaw,4,30.2132,49.8275,27.0755
5cpyzDPxtA,2,-30.6713,NA,NA
DX1cXDFOYk,2,39.3822,NA,NA
TemdHZxvrp,4,30.2132,49.8275,27.0755
kUwN558m8T,4,-29.6867,-26.7863,-29.2983
LvVLJbd4rF,4,30.2132,49.8275,27.0755
c36YX95zHk,4,6.901,6.0024,14.2067
c3lphixyLi,4,11.4208,11.6978,-1.6536
lnv3A5FMIY,4,11.4208,11.6978,-1.6536
U2hfi4qy82,4,11.4208,11.6978,-1.6536
4bdddtPQDQ,4,6.6664,35.2506,4.1819
Px2OEoiMNg,4,-29.6867,-26.7863,-29.2983
mN7QNs2ork,2,39.3822,NA,NA
HjcIjMYKcE,2,39.3822,NA,NA
gscCmFrTcm,4,6.6664,35.2506,4.1819
mZAyaV3Lfu,4,11.4208,11.6978,-1.6536
sIf0waTX6c,4,6.6664,35.2506,4.1819
cblySq5hyg,2,-30.6713,NA,NA
Mds7cHh2Gh,4,33.877,33.2408,42.1308
j9MNazpeMn,2,39.3822,NA,NA
l8HaAhhuf6,2,-30.6713,NA,NA
J07G7zxGLM,4,21.5363,19.1871,0.2407
fQguoLYcyl,4,-36.8738,-39.185,-0.0818
HqozunTFG2,4,-36.8738,-39.185,-0.0818
4GRqdALqSO,4,33.877,33.2408,42.1308
UkYVcqQPkD,4,21.5363,19.1871,0.2407
xEm9GWNNnt,2,22.0981,NA,NA
n1Qxh2Hhdb,2,22.0981,NA,NA
oBIaYxlAh0,4,-29.6867,-26.7863,-29.2983
sw6tvJ7obJ,4,30.2132,49.8275,27.0755
Q8TyJWfAQ9,4,-29.6867,-26.7863,-29.2983
rhBLBYUodQ,4,11.4208,11.6978,-1.6536
X4E3rrXqBs,4,30.2132,49.8275,27.0755
A3Aj7nAMAe,4,33.877,33.2408,42.1308
Yw3ALELuZL,4,33.877,33.2408,42.1308
aRnWAWZbsu,2,-30.6713,NA,NA
l5BXF1aBDA,2,-30.6713,NA,NA
dZJKFXO9oF,4,6.901,6.0024,14.2067
W1PTsnSQq2,4,30.2132,49.8275,27.0755
m45nOkHlyT,4,6.901,6.0024,14.2067
ytMBQsNHZM,4,11.4208,11.6978,-1.6536
XXIX2oKxCG,2,-30.6713,NA,NA
rIhdTcagYY,4,11.4208,11.6978,-1.6536
LvjnzRVF1N,4,21.5363,19.1871,0.2407
3ety5EsGor,4,-36.8738,-39.185,-0.0818
pm1KwoKfcK,2,22.0981,NA,NA
80LR74rdyZ,4,-36.8738,-39.185,-0.0818
GSm2XfLqjT,4,-29.6867,-26.7863,-29.2983
hpvWdth7dN,2,39.3822,NA,NA
SvGdpxRanY,4,33.877,33.2408,42.1308
vzRZGB0C1i,4,33.877,33.2408,42.1308
kLQx07KDMQ,2,22.0981,NA,NA
PXfqpqzqu7,4,-36.8738,-39.185,-0.0818
KpdcoyeRcc,4,21.5363,19.1871,0.2407
N9tOIdZkcQ,4,33.877,33.2408,42.1308
qjdVqReDnF,2,-30.6713,NA,NA
Gu0M9lL5mn,4,6.6664,35.2506,4.1819
3L6VhCcDSZ,4,-36.8738,-39.185,-0.0818
4pZYU5WMLm,4,6.901,6.0024,14.2067
KRN7E97taa,2,-30.6713,NA,NA
9mnyPNVah3,4,33.877,33.2408,42.1308
UgOoM9qa0g,4,-29.6867,-26.7863,-29.2983
rpMGGJMBCv,2,39.3822,NA,NA
KML1jvUFke,2,22.0981,NA,NA
iHFF8ahYdb,4,21.5363,19.1871,0.2407
tpQbVzVXlH,2,-30.6713,NA,NA
Z5cmq9mUkP,4,-36.8738,-39.185,-0.0818
dMNhouYa1R,4,-36.8738,-39.185,-0.0818
4fUaZNYgsW,4,-29.6867,-26.7863,-29.2983
SCyBCyyQQF,2,39.3822,NA,NA
V7kJVMdftN,2,39.3822,NA,NA
FCbsBl7ybw,4,21.5363,19.1871,0.2407
ORQDbKc5LT,4,33.877,33.2408,42.1308
WYgCi7ORf9,4,6.901,6.0024,14.2067
lBEIbQTfmk,4,30.2132,49.8275,27.0755
oE8Cuccg8Z,4,-29.6867,-26.7863,-29.2983
w2CoFEM5LN,2,-30.6713,NA,NA
VvTEMYWHpa,4,6.901,6.0024,14.2067
5G9jBwvHPW,2,-30.6713,NA,NA
f77bFCYV0y,4,21.5363,19.1871,0.2407
xuZcU4SgHX,4,21.5363,19.1871,0.2407
rC0pPCQ2zB,4,-36.8738,-39.185,-0.0818
QDJOm77UjM,4,30.2132,49.8275,27.0755
Rz0CYAON0X,2,-30.6713,NA,NA
j4AoHBHI1k,4,30.2132,49.8275,27.0755
AVZN5HHKd2,4,6.6664,35.2506,4.1819
erRj5qLbh5,2,39.3822,NA,NA
5fBv06s3Tx,4,21.5363,19.1871,0.2407
2giB0qIjhW,2,22.0981,NA,NA
zQEOufKlu0,2,-30.6713,NA,NA
DPau14yIga,4,11.4208,11.6978,-1.6536
r263i1ZMPU,4,33.877,33.2408,42.1308
6jNJSKSw9j,2,22.0981,NA,NA
CBM4L8zzBK,2,39.3822,NA,NA
qVjK9SVr9r,4,30.2132,49.8275,27.0755
HjillACfsf,4,21.5363,19.1871,0.2407
GGwruLwjhI,2,39.3822,NA,NA
SErYWzXjMM,4,6.901,6.0024,14.2067
PZlUVJPfB0,4,30.2132,49.8275,27.0755
QszaBLDCzC,2,39.3822,NA,NA
IXZYZJFDnK,4,21.5363,19.1871,0.2407
1UinoHv8Jt,4,6.6664,35.2506,4.1819
GcB6Tir8ls,4,-36.8738,-39.185,-0.0818
7kO8rmS4Qi,4,21.5363,19.1871,0.2407
KsXOpN58vf,4,30.2132,49.8275,27.0755
aXClFX7hMn,4,6.901,6.0024,14.2067
EMSrOe90tA,4,-36.8738,-39.185,-0.0818
XdKR2JkuNj,2,-30.6713,NA,NA
j2lKcJnpzh,4,-29.6867,-26.7863,-29.2983
bsYWnxkb5C,2,-30.6713,NA,NA
Ek9ri3n8sG,4,-36.8738,-39.185,-0.0818
8SAK2mM63g,2,-30.6713,NA,NA
FumlXsukc5,2,-30.6713,NA,NA
xf6pnNWzMg,4,6.6664,35.2506,4.1819
8nJTG5zT4S,4,11.4208,11.6978,-1.6536
nZ27QsAMRM,4,-36.8738,-39.185,-0.0818
bL7JsZRK24,2,39.3822,NA,NA
SCFYyKlfMW,4,11.4208,11.6978,-1.6536
N423FwKGKB,4,30.2132,49.8275,27.0755
aSuGhMGn51,4,6.6664,35.2506,4.1819
IdEjGbdmdG,4,30.2132,49.8275,27.0755
llKJqwpjzi,2,22.0981,NA,NA
aPsqjbs9S8,2,-30.6713,NA,NA
h2A7sssFDQ,4,-36.8738,-39.185,-0.0818
4Aoups1YPj,4,33.877,33.2408,42.1308
1V5EQgT2FQ,4,-29.6867,-26.7863,-29.2983
Zk6ba6ZRlr,2,-30.6713,NA,NA
kwnqU4Q7Ij,2,-30.6713,NA,NA
MDUqGoO0t6,4,-29.6867,-26.7863,-29.2983
gYsE4t8BCO,2,-30.6713,NA,NA
L6kgMeTmcN,4,11.4208,11.6978,-1.6536
4ctmwYzPKZ,4,6.6664,35.2506,4.1819
2Akun29Lxv,4,30.2132,49.8275,27.0755
RDLOQ26ycc,2,39.3822,NA,NA
8HtDFgeKBE,2,-30.6713,NA,NA
ZDzuTlYpjt,4,-36.8738,-39.185,-0.0818
qJPpYQ1E8w,4,33.877,33.2408,42.1308
8e41TzPgaO,4,-29.6867,-26.7863,-29.2983
tQxDyp0N6l,4,-29.6867,-26.7863,-29.2983
Berp0B3x1C,2,-30.6713,NA,NA
59mWOonQMH,4,33.877,33.2408,42.1308
5xdqWqEO9v,4,-36.8738,-39.185,-0.0818
Gw6YStirFX,4,-36.8738,-39.185,-0.0818
pYnrRGEiUf,4,21.5363,19.1871,0.2407
k6YvWNQy2R,4,6.901,6.0024,14.2067
SToypp7YpJ,4,30.2132,49.8275,27.0755
sPWpym3NEQ,4,6.6664,35.2506,4.1819
sqA1xebOEr,4,6.6664,35.2506,4.1819
VkuKsVb8H7,4,6.901,6.0024,14.2067
MDOdjElwzS,4,21.5363,19.1871,0.2407
SspC2ZEHco,4,-29.6867,-26.7863,-29.2983
OhbsVoMQY8,4,30.2132,49.8275,27.0755
pP96xz8hiL,4,21.5363,19.1871,0.2407
JC7dDDo5XY,2,-30.6713,NA,NA
0EugEq4jvT,2,39.3822,NA,NA
ZeriwbYmxP,4,21.5363,19.1871,0.2407
SnZ7OLUEcs,2,-30.6713,NA,NA
enJFx4kaCW,4,21.5363,19.1871,0.2407
IHguiMuQ0E,4,33.877,33.2408,42.1308
O3MzyBr9Ya,2,22.0981,NA,NA
9sZs7naSwB,2,22.0981,NA,NA
7TDYw7UFg8,4,21.5363,19.1871,0.2407
jujUpWTcc7,4,-29.6867,-26.7863,-29.2983
lyzdQJ3lBj,4,21.5363,19.1871,0.2407
n5k1Sp2ftA,4,6.6664,35.2506,4.1819
mJu3EoFWUA,2,22.0981,NA,NA
N51L2MEpS6,2,-30.6713,NA,NA
Igswt2L2fd,4,21.5363,19.1871,0.2407
YNf42fhZSL,4,-29.6867,-26.7863,-29.2983
BA6GBiMKi7,4,30.2132,49.8275,27.0755
3R8CeXBYXU,4,30.2132,49.8275,27.0755
jAeG5jQm96,2,22.0981,NA,NA
vwJpYvDXEu,2,-30.6713,NA,NA
xdk0OLY0ae,4,33.877,33.2408,42.1308
tJcNDKgiQ6,4,-29.6867,-26.7863,-29.2983
A3jKZYMMhd,2,39.3822,NA,NA
aEHvgXwb1u,4,6.6664,35.2506,4.1819
xTDo0txxWM,2,-30.6713,NA,NA
jQRoZpx0zq,4,33.877,33.2408,42.1308
l2SvDWgbBX,4,11.4208,11.6978,-1.6536
nFR6rZ9RmF,4,30.2132,49.8275,27.0755
HVIRuZZQkB,4,30.2132,49.8275,27.0755
mg9vpd1dgo,4,6.901,6.0024,14.2067
Vs9PaL6eHu,4,6.901,6.0024,14.2067
cdudRGb6l4,4,21.5363,19.1871,0.2407
GWmREEZbAQ,2,39.3822,NA,NA
cmCkZ69kjc,2,-30.6713,NA,NA
V1Z9upKoXr,2,22.0981,NA,NA
FmtigAdEzJ,2,-30.6713,NA,NA
VItjfwoURj,4,-36.8738,-39.185,-0.0818
3k4EDIgV6L,4,33.877,33.2408,42.1308
TFPE3saYN2,4,30.2132,49.8275,27.0755
KRgHdHkH2O,4,6.901,6.0024,14.2067
Na2TTTyFYp,2,39.3822,NA,NA
isFyGVJMCs,4,6.901,6.0024,14.2067
JLF4WwBo0M,4,11.4208,11.6978,-1.6536
B3DzoVEKMW,4,6.6664,35.2506,4.1819
BlTAgarEWe,4,-29.6867,-26.7863,-29.2983
GcuQYqv5vC,4,11.4208,11.6978,-1.6536
vsh9kjYuFb,4,-36.8738,-39.185,-0.0818
jrAOSpVH8T,2,22.0981,NA,NA
Elneg247Zi,4,-29.6867,-26.7863,-29.2983
1s7gr7F5fM,4,6.901,6.0024,14.2067
tokmArwo2u,4,-36.8738,-39.185,-0.0818
awkUPqHh04,4,33.877,33.2408,42.1308
l3ttBfv5Sn,4,30.2132,49.8275,27.0755
IaCGqDd0nn,2,-30.6713,NA,NA
tSoImKVkyX,2,-30.6713,NA,NA
SGoSBSFVcw,4,6.6664,35.2506,4.1819
LhX118AkJc,2,22.0981,NA,NA
w2ckFRG0JY,4,11.4208,11.6978,-1.6536
aqswNfdhjp,2,-30.6713,NA,NA
f9GggO5hUf,4,-36.8738,-39.185,-0.0818
pzbEgXebvQ,4,-36.8738,-39.185,-0.0818
2GTuTMsPXI,2,-30.6713,NA,NA
yrIme4ABox,4,21.5363,19.1871,0.2407
hfcaSYEOZr,4,6.901,6.0024,14.2067
tweM5pRGHH,2,22.0981,NA,NA
Z8WG4U3paP,4,-36.8738,-39.185,-0.0818
GSLOAW274M,4,30.2132,49.8275,27.0755
SHYsufvh7V,4,30.2132,49.8275,27.0755
FF1ZlbI9oA,4,-36.8738,-39.185,-0.0818
YeDUrwzjy9,4,6.901,6.0024,14.2067
G7EpkzJ31q,2,22.0981,NA,NA
vD0mWLSGcg,4,30.2132,49.8275,27.0755
wyPMB77L2o,4,11.4208,11.6978,-1.6536
uxu2Fb4STh,2,22.0981,NA,NA
twBhMa0Z4x,4,-36.8738,-39.185,-0.0818
ZGeb7LJye4,4,-36.8738,-39.185,-0.0818
jNbb2oabtx,2,-30.6713,NA,NA
i6afEaG6pS,4,21.5363,19.1871,0.2407
Tv6hCogo8A,4,11.4208,11.6978,-1.6536
OyMcsqcn1T,4,11.4208,11.6978,-1.6536
RbbKegQnqp,4,30.2132,49.8275,27.0755
TUu7PRAnDJ,2,39.3822,NA,NA
9lbM7TOd1e,4,6.6664,35.2506,4.1819
bGkE0RtCE7,4,6.901,6.0024,14.2067
1aieWxKexl,4,21.5363,19.1871,0.2407
xsPZYHst83,4,-29.6867,-26.7863,-29.2983
kWTXP8nheq,4,33.877,33.2408,42.1308
hhaOqjD2Lt,2,39.3822,NA,NA
7yf7b8mmXZ,4,21.5363,19.1871,0.2407
9YAZtaWNPa,4,30.2132,49.8275,27.0755
8gLjB6uLZ6,4,21.5363,19.1871,0.2407
AGby9DO8HG,4,-29.6867,-26.7863,-29.2983
NiiAYbogie,4,6.901,6.0024,14.2067
sREkzt5agv,4,30.2132,49.8275,27.0755
Lv8Ml6Agbe,4,21.5363,19.1871,0.2407
bbv4dSjNNy,2,-30.6713,NA,NA
MNqAKtIpAk,4,11.4208,11.6978,-1.6536
KiRgC1BEy1,4,-29.6867,-26.7863,-29.2983
D8ofWDfZ36,2,39.3822,NA,NA
QWAhTuLLi5,4,6.6664,35.2506,4.1819
HObWyinC7o,4,-36.8738,-39.185,-0.0818
j6yQKntHnB,4,30.2132,49.8275,27.0755
9KgBwDyyAD,4,21.5363,19.1871,0.2407
IE3Jrmskkm,4,30.2132,49.8275,27.0755
5Jh1XRfAie,4,-36.8738,-39.185,-0.0818
Wf0To9r03w,4,-29.6867,-26.7863,-29.2983
F0cyNV67p4,4,11.4208,11.6978,-1.6536
uzhCzjKkUg,2,22.0981,NA,NA
Zt31sFAqVy,4,21.5363,19.1871,0.2407
S3kcpFjY6S,4,-29.6867,-26.7863,-29.2983
EIZbgBky6s,4,21.5363,19.1871,0.2407
E1JlHp4WT4,2,-30.6713,NA,NA
8E18T0U6lJ,2,-30.6713,NA,NA
CFArvQ8KXx,4,-29.6867,-26.7863,-29.2983
dH5eZ9fiSk,2,22.0981,NA,NA
sBJuoC19Xn,4,30.2132,49.8275,27.0755
ky2dmUXMbJ,4,30.2132,49.8275,27.0755
XIwiMixXTZ,4,6.6664,35.2506,4.1819
n7iy6czRdv,2,-30.6713,NA,NA
84wBDNOuJT,2,39.3822,NA,NA
9s9I4YLIWz,2,22.0981,NA,NA
Bst6BcMKlO,2,-30.6713,NA,NA
WjezFUXq9T,4,30.2132,49.8275,27.0755
LnSsNYEfKL,4,-36.8738,-39.185,-0.0818
USqKqevR03,4,33.877,33.2408,42.1308
jXPg1aCaw5,4,-36.8738,-39.185,-0.0818
IshCrBTr4z,4,21.5363,19.1871,0.2407
6h3TcCZTDm,2,39.3822,NA,NA
84jM29H3fA,4,33.877,33.2408,42.1308
j075LsZxJP,4,6.901,6.0024,14.2067
SxOgkzd6zn,4,-36.8738,-39.185,-0.0818
HKE0HtI955,4,-36.8738,-39.185,-0.0818
7UEUxrQaIl,4,6.6664,35.2506,4.1819
jV4NEatafs,2,-30.6713,NA,NA
LScFXA5Udr,4,6.901,6.0024,14.2067
C1zDzIUYnZ,2,39.3822,NA,NA
8QxdbPheuT,4,21.5363,19.1871,0.2407
EHKs8ibR0q,4,6.6664,35.2506,4.1819
F6W1JIQ5Kf,4,6.901,6.0024,14.2067
a7mxSPyT33,2,39.3822,NA,NA
7mn7KHOytD,4,21.5363,19.1871,0.2407
6jGEBmYzjH,4,6.901,6.0024,14.2067
ubyaok7rYW,4,6.6664,35.2506,4.1819
LmUjHbbsUK,4,6.901,6.0024,14.2067
2buwaJ0Wip,2,22.0981,NA,NA
NQXL6kUpT3,2,22.0981,NA,NA
8ajvjkLki5,4,-29.6867,-26.7863,-29.2983
kAVxDIDbmT,4,33.877,33.2408,42.1308
ufKJqGXKMH,4,6.6664,35.2506,4.1819
KUBjvGPidT,4,11.4208,11.6978,-1.6536
ZyssctLDCz,2,22.0981,NA,NA
EFvBwXgXBh,4,11.4208,11.6978,-1.6536
rTcRiMF4Lp,4,6.6664,35.2506,4.1819
t1lN4P1jCa,2,39.3822,NA,NA
xcYuWuZFnR,2,-30.6713,NA,NA
aHX5jrz22h,4,6.6664,35.2506,4.1819
00VkRJXXQE,4,33.877,33.2408,42.1308
hvi2c9hZ1S,2,-30.6713,NA,NA
swjiU4GEDQ,4,6.901,6.0024,14.2067
t0cA9tqS8j,4,33.877,33.2408,42.1308
NqcVhboPju,4,33.877,33.2408,42.1308
CW85PIiaDL,2,-30.6713,NA,NA
SZKyJJ4r4d,4,-36.8738,-39.185,-0.0818
vTSSmHDkYu,4,21.5363,19.1871,0.2407
NKkqxHZc9V,4,30.2132,49.8275,27.0755
qJlTwIkcic,2,22.0981,NA,NA
JE41AKImdG,2,39.3822,NA,NA
1X93hYTcPz,4,-29.6867,-26.7863,-29.2983
IMcrC19p7S,2,22.0981,NA,NA
JAPrkwIMyW,2,-30.6713,NA,NA
Cd7VVqpYB0,2,-30.6713,NA,NA
tFJyvSrcFz,4,21.5363,19.1871,0.2407
K7eNFTSSwm,4,-29.6867,-26.7863,-29.2983
FkfExlf7PV,4,21.5363,19.1871,0.2407
jAPhwO7qqD,4,-29.6867,-26.7863,-29.2983
Rq4Apqo4xv,4,-36.8738,-39.185,-0.0818
4bIsVkWlYm,4,-36.8738,-39.185,-0.0818
nuhNlhL1tF,4,-29.6867,-26.7863,-29.2983
rlj0cfkE8d,4,33.877,33.2408,42.1308
tPU4eNSNT1,4,11.4208,11.6978,-1.6536
KqxjgiW7g2,4,-36.8738,-39.185,-0.0818
N0wp5VRC56,4,11.4208,11.6978,-1.6536
gWYJH6tjpG,4,-36.8738,-39.185,-0.0818
GHVrpyzCJC,4,30.2132,49.8275,27.0755
idNjuBzBWj,4,30.2132,49.8275,27.0755
YlWW2IZFTa,4,-36.8738,-39.185,-0.0818
LAc11Wo6pk,4,33.877,33.2408,42.1308
aMNA6WHSRS,2,-30.6713,NA,NA
BSlKhDMGXP,2,39.3822,NA,NA
qJVcyZyZFO,4,-29.6867,-26.7863,-29.2983
D7cSIXpu9s,4,11.4208,11.6978,-1.6536
Y23AvpVgBC,2,22.0981,NA,NA
mcEWj68rxm,2,39.3822,NA,NA
cwFgWmBJPJ,4,33.877,33.2408,42.1308
wq1F7Gqdgm,2,39.3822,NA,NA
ZOtCheO4OP,2,22.0981,NA,NA
v1v7ZhBY0N,4,6.6664,35.2506,4.1819
fKs8xarvcJ,4,-36.8738,-39.185,-0.0818
tIzeXc8Izj,4,6.6664,35.2506,4.1819
LfExOqt3Y1,2,22.0981,NA,NA
DyiBgipGZJ,4,33.877,33.2408,42.1308
nk8xjm1FLv,4,11.4208,11.6978,-1.6536
fupS3IOBqV,4,21.5363,19.1871,0.2407
Zk8sj1HRI7,4,21.5363,19.1871,0.2407
muH9S2jpwG,4,6.6664,35.2506,4.1819
dXt7M2qi05,4,6.6664,35.2506,4.1819
8DRqF3x4ZV,2,-30.6713,NA,NA
tam0dQfQON,4,-29.6867,-26.7863,-29.2983
21uulwQI1s,4,21.5363,19.1871,0.2407
Ix9YeH5Kwi,4,6.901,6.0024,14.2067
98UuBjbS7x,4,6.6664,35.2506,4.1819
TNyte0WnY7,4,-29.6867,-26.7863,-29.2983
559Tcy44Iq,4,33.877,33.2408,42.1308
WSmERt73jq,2,22.0981,NA,NA
we80Rx92a9,4,-36.8738,-39.185,-0.0818
AtkdO77mAp,4,21.5363,19.1871,0.2407
CfSjrlHkmt,4,6.901,6.0024,14.2067
24VDY97Vxn,4,-36.8738,-39.185,-0.0818
S44iLqop4C,4,-36.8738,-39.185,-0.0818
KCPOilStiT,4,-36.8738,-39.185,-0.0818
5l1KslgkLs,4,-29.6867,-26.7863,-29.2983
tdqmpocEUb,2,39.3822,NA,NA
kO0jUkFdWJ,4,6.901,6.0024,14.2067
af7vKoZrbP,4,21.5363,19.1871,0.2407
4IHHQtcT4f,2,-30.6713,NA,NA
5STurHIBG3,2,39.3822,NA,NA
edidg7YLxx,2,39.3822,NA,NA
mlol8ApbiB,4,30.2132,49.8275,27.0755
U33xU4tSRz,4,11.4208,11.6978,-1.6536
30GtSC0knp,4,11.4208,11.6978,-1.6536
edZMpnzvrf,4,6.901,6.0024,14.2067
LZjpLEXVcL,4,21.5363,19.1871,0.2407
jNaRwEBznJ,2,39.3822,NA,NA
Rijg4448Gh,4,11.4208,11.6978,-1.6536
3jVqWTcEPt,4,21.5363,19.1871,0.2407
RFWXyk6kga,4,21.5363,19.1871,0.2407
bzfl1KJlho,4,30.2132,49.8275,27.0755
aOEudz2qQ2,4,11.4208,11.6978,-1.6536
PCgNMwKuPh,4,11.4208,11.6978,-1.6536
H1ZCWNeJXZ,4,30.2132,49.8275,27.0755
R11489NNN7,2,39.3822,NA,NA
yW7gi7wRuA,4,21.5363,19.1871,0.2407
uZvYvZBGKY,4,6.6664,35.2506,4.1819
NBSA8mAxsq,2,-30.6713,NA,NA
trBNLKMxV7,4,21.5363,19.1871,0.2407
mJR0732xD7,4,-36.8738,-39.185,-0.0818
SIUABbJ5Pd,4,6.6664,35.2506,4.1819
fLKcvbOzMS,2,22.0981,NA,NA
jyWjNUkpQ6,4,33.877,33.2408,42.1308
R3ayWbQ6rt,4,6.901,6.0024,14.2067
qFd8NxCKdg,4,30.2132,49.8275,27.0755
MSl7nuaF4C,4,33.877,33.2408,42.1308
KZ8bK3LtrJ,4,6.6664,35.2506,4.1819
bnk3zpiKCZ,4,11.4208,11.6978,-1.6536
MA5a2Q4aJL,4,11.4208,11.6978,-1.6536
fWb4N0yQC4,2,22.0981,NA,NA
vsRiLY4ivT,2,39.3822,NA,NA
zeetw0JMEV,4,11.4208,11.6978,-1.6536
6ZETxvhaVN,4,30.2132,49.8275,27.0755
oFOjIvVjwL,4,6.901,6.0024,14.2067
lq4bBSWjiL,4,30.2132,49.8275,27.0755
Gh8LgSorB2,2,39.3822,NA,NA
jCszVEj0do,4,11.4208,11.6978,-1.6536
TzPLgTOpKQ,4,11.4208,11.6978,-1.6536
iyXHjX6HQp,2,39.3822,NA,NA
kUVjaLWP4T,2,39.3822,NA,NA
1yVDrsyftu,2,22.0981,NA,NA
ymISMar67F,4,11.4208,11.6978,-1.6536
GRHkW3AW7n,4,6.901,6.0024,14.2067
LQBptYfnIh,4,33.877,33.2408,42.1308
phxqbwACm5,4,-29.6867,-26.7863,-29.2983
rck9nuys0t,4,30.2132,49.8275,27.0755
iPCTPm20X4,4,11.4208,11.6978,-1.6536
qGosF20uso,4,-29.6867,-26.7863,-29.2983
8AXQYrfPe4,4,-36.8738,-39.185,-0.0818
k2xDtjfqUT,4,33.877,33.2408,42.1308
8dWjHHms2Q,4,30.2132,49.8275,27.0755
f71k5Y1LpH,4,33.877,33.2408,42.1308
LAtnw3OzAS,2,22.0981,NA,NA
BUknNOS5Hd,4,6.901,6.0024,14.2067
XqdOERbFA8,4,-29.6867,-26.7863,-29.2983
TdXRr37d4s,4,6.6664,35.2506,4.1819
phQrC83WwG,4,-36.8738,-39.185,-0.0818
tA0XFSzIOv,4,33.877,33.2408,42.1308
ckOrUpi3f6,4,6.901,6.0024,14.2067
eQIMTq4ej4,4,6.6664,35.2506,4.1819
PAif592W8D,4,11.4208,11.6978,-1.6536
s4O4rHGBB0,2,39.3822,NA,NA
BRKmXHESJV,4,21.5363,19.1871,0.2407
knC8OITUdX,2,39.3822,NA,NA
OiBegNp6cl,2,-30.6713,NA,NA
LV4D3RpHHw,4,11.4208,11.6978,-1.6536
BWq3Y8riQZ,4,30.2132,49.8275,27.0755
RLK3iGBVbE,4,11.4208,11.6978,-1.6536
ismAtLHHFD,2,-30.6713,NA,NA
PCvTB0616E,4,6.6664,35.2506,4.1819
HB5OiHcMna,4,6.901,6.0024,14.2067
sGl8sDeRwh,4,33.877,33.2408,42.1308
XGIAgoK49r,2,22.0981,NA,NA
ubBpmsodnL,2,39.3822,NA,NA
PMM2tDiwNJ,2,39.3822,NA,NA
hm1MyWtJMr,4,21.5363,19.1871,0.2407
krkOHBdZF9,4,6.6664,35.2506,4.1819
YR4xV2R0hx,4,6.6664,35.2506,4.1819
9B2pwwHJm3,4,30.2132,49.8275,27.0755
RV0j2Xotw6,4,21.5363,19.1871,0.2407
vphEwVRFZJ,2,39.3822,NA,NA
Zfmkv2LkBr,4,21.5363,19.1871,0.2407
tdUPoskyW2,4,6.901,6.0024,14.2067
bxEYbwe32f,4,11.4208,11.6978,-1.6536
ybdhGCGuVU,4,6.901,6.0024,14.2067
